abilities,name,pokedex_number,japanese_name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,base_egg_steps,base_happiness,weight_kg,capture_rate,classfication,experience_growth,height_m,base_total,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,stage
"['Torrent', 'Defiant']",Prinplup,394,Pottaishiポッタイシ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,23,45,Penguin Pokémon,1059860,0.8,405,64,66,68,81,76,50,4,0,1
"['Torrent', 'Defiant']",Empoleon,395,Emperteエンペルト,water,steel,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,88.1,5120,70,84.5,45,Emperor Pokémon,1059860,1.7,530,84,86,88,111,101,60,4,0,2
"['Keen Eye', 'Reckless']",Starly,396,Mukkuruムックル,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,2,255,Starling Pokémon,1059860,0.3,245,40,55,30,30,30,60,4,0,0
"['Intimidate', 'Reckless']",Staravia,397,Mukubirdムクバード,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,15.5,120,Starling Pokémon,1059860,0.6,340,55,75,50,40,40,80,4,0,1
"['Intimidate', 'Reckless']",Staraptor,398,Mukuhawkムクホーク,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,24.9,45,Predator Pokémon,1059860,1.2,485,85,120,70,50,60,100,4,0,2
"['Simple', 'Unaware', 'Moody']",Bidoof,399,Bippaビッパ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,20,255,Plump Mouse Pokémon,1000000,0.5,250,59,45,40,35,40,31,4,0,0
"['Simple', 'Unaware', 'Moody']",Bibarel,400,Beadaruビーダル,normal,water,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,31.5,127,Beaver Pokémon,1000000,1,410,79,85,60,55,60,71,4,0,1
"['Shed Skin', 'Run Away']",Kricketot,401,Korobohshiコロボーシ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,2.2,255,Cricket Pokémon,1059860,0.3,194,37,25,41,25,41,25,4,0,0
"['Swarm', 'Technician']",Kricketune,402,Korotockコロトック,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,25.5,45,Cricket Pokémon,1059860,1,384,77,85,51,55,51,65,4,0,1
"['Rivalry', 'Intimidate', 'Guts']",Shinx,403,Kolinkコリンク,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,9.5,235,Flash Pokémon,1059860,0.5,263,45,65,34,40,34,45,4,0,0
"['Rivalry', 'Intimidate', 'Guts']",Luxio,404,Luxioルクシオ,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,100,30.5,120,Spark Pokémon,1059860,0.9,363,60,85,49,60,49,60,4,0,1
"['Rivalry', 'Intimidate', 'Guts']",Luxray,405,Rentorarレントラー,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,42,45,Gleam Eyes Pokémon,1059860,1.4,523,80,120,79,95,79,70,4,0,2
"['Natural Cure', 'Poison Point', 'Leaf Guard']",Budew,406,Subomieスボミー,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,1.2,255,Bud Pokémon,1059860,0.2,280,40,30,35,50,70,55,4,0,0
"['Natural Cure', 'Poison Point', 'Technician']",Roserade,407,Roseradeロズレイド,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,14.5,75,Bouquet Pokémon,1059860,0.9,515,60,70,65,125,105,90,4,0,2
"['Mold Breaker', 'Sheer Force']",Cranidos,408,Zugaidosズガイドス,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,7680,70,31.5,45,Head Butt Pokémon,600000,0.9,350,67,125,40,30,30,58,4,0,0
"['Mold Breaker', 'Sheer Force']",Rampardos,409,Rampaldラムパルド,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,7680,70,102.5,45,Head Butt Pokémon,600000,1.6,495,97,165,60,65,50,58,4,0,1
"['Sturdy', 'Soundproof']",Shieldon,410,Tatetopsタテトプス,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,7680,70,57,45,Shield Pokémon,600000,0.5,350,30,42,118,42,88,30,4,0,0
"['Sturdy', 'Soundproof']",Bastiodon,411,Toridepsトリデプス,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,7680,70,149.5,45,Shield Pokémon,600000,1.3,495,60,52,168,47,138,30,4,0,1
"['Shed Skin', 'Overcoat']",Burmy,412,Minomucchiミノムッチ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,3.4,120,Bagworm Pokémon,1000000,0.2,224,40,29,45,29,45,36,4,0,0
"['Anticipation', 'Overcoat']",Wormadam,413,Minomadam (kusaki No Mino)ミノマダム,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,3840,70,6.5,45,Bagworm Pokémon,1000000,0.5,424,60,69,95,69,95,36,4,0,1
"['Swarm', 'Tinted Lens']",Mothim,414,Gamaleガーメイル,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,100,3840,70,23.3,45,Moth Pokémon,1000000,0.9,424,70,94,50,94,50,66,4,0,1
"['Honey Gather', 'Hustle']",Combee,415,Mitsuhoneyミツハニー,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,88.1,3840,70,5.5,120,Tiny Bee Pokémon,1059860,0.3,244,30,30,42,30,42,70,4,0,0
"['Pressure', 'Unnerve']",Vespiquen,416,Beequenビークイン,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,0,3840,70,38.5,45,Beehive Pokémon,1059860,1.2,474,70,80,102,80,102,40,4,0,1
"['Run Away', 'Pickup', 'Volt Absorb']",Pachirisu,417,Pachirisuパチリス,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,2560,100,3.9,200,EleSquirrel Pokémon,1000000,0.4,405,60,45,70,45,90,95,4,0,0
"['Swift Swim', 'Water Veil']",Buizel,418,Buoyselブイゼル,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,29.5,190,Sea Weasel Pokémon,1000000,0.7,330,55,65,35,60,30,85,4,0,0
"['Swift Swim', 'Water Veil']",Floatzel,419,Floazelフローゼル,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,33.5,75,Sea Weasel Pokémon,1000000,1.1,495,85,105,55,85,50,115,4,0,1
['Chlorophyll'],Cherubi,420,Cherinboチェリンボ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,3.3,190,Cherry Pokémon,1000000,0.4,275,45,35,45,62,53,35,4,0,0
['Flower Gift'],Cherrim,421,Cherrimチェリム,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,9.3,75,Blossom Pokémon,1000000,0.5,450,70,60,70,87,78,85,4,0,1
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Shellos,422,Karanakushiカラナクシ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,6.3,190,Sea Slug Pokémon,1000000,0.3,325,76,48,48,57,62,34,4,0,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",Gastrodon,423,Tritodonトリトドン,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,5120,70,29.9,75,Sea Slug Pokémon,1000000,0.9,475,111,83,68,92,82,39,4,0,1
"['Technician', 'Pickup', 'Skill Link']",Ambipom,424,Etebothエテボース,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,100,20.3,45,Long Tail Pokémon,800000,1.2,482,75,100,66,60,66,115,4,0,1
"['Aftermath', 'Unburden', 'Flare Boost']",Drifloon,425,Fuwanteフワンテ,ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,1.2,125,Balloon Pokémon,1640000,0.4,348,90,50,34,60,44,70,4,0,0
"['Aftermath', 'Unburden', 'Flare Boost']",Drifblim,426,Fuwarideフワライド,ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,15,60,Blimp Pokémon,1640000,1.2,498,150,80,44,90,54,80,4,0,1
"['Run Away', 'Klutz', 'Limber']",Buneary,427,Mimirolミミロル,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,0,5.5,190,Rabbit Pokémon,1000000,0.4,350,55,66,44,44,56,85,4,0,0
"['Cute Charm', 'Klutz', 'Limber']",Lopunny,428,Mimilopミミロップ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,140,33.3,60,Rabbit Pokémon,1000000,1.2,580,65,136,94,54,96,135,4,0,1
['Levitate'],Mismagius,429,Mumargiムウマージ,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,4.4,45,Magical Pokémon,800000,0.9,495,60,60,60,105,105,105,4,0,1
"['Insomnia', 'Super Luck', 'Moxie']",Honchkrow,430,Dongkarasuドンカラス,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,50,5120,35,27.3,30,Big Boss Pokémon,1059860,0.9,505,100,125,52,105,52,71,4,0,1
"['Limber', 'Own Tempo', 'Keen Eye']",Glameow,431,Nyarmarニャルマー,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,5120,70,3.9,190,Catty Pokémon,800000,0.5,310,49,55,42,42,37,85,4,0,0
"['Thick Fat', 'Own Tempo', 'Defiant']",Purugly,432,Bunyattoブニャット,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,5120,70,43.8,75,Tiger Cat Pokémon,800000,1,452,71,82,64,64,59,112,4,0,1
['Levitate'],Chingling,433,Lisyanリーシャン,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,0.6,120,Bell Pokémon,800000,0.2,285,45,30,50,65,50,45,4,0,0
"['Stench', 'Aftermath', 'Keen Eye']",Stunky,434,Skunpuuスカンプー,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,5120,70,19.2,225,Skunk Pokémon,1000000,0.4,329,63,63,47,41,41,74,4,0,0
"['Stench', 'Aftermath', 'Keen Eye']",Skuntank,435,Skutankスカタンク,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,5120,70,38,60,Skunk Pokémon,1000000,1,479,103,93,67,71,61,84,4,0,1
"['Levitate', 'Heatproof', 'Heavy Metal']",Bronzor,436,Dohmirrorドーミラー,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,5120,70,60.5,255,Bronze Pokémon,1000000,0.5,300,57,24,86,24,86,23,4,0,0
"['Levitate', 'Heatproof', 'Heavy Metal']",Bronzong,437,Dohtakunドータクン,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,5120,70,187,90,Bronze Bell Pokémon,1000000,1.3,500,67,89,116,79,116,33,4,0,1
"['Sturdy', 'Rock Head', 'Rattled']",Bonsly,438,Usohachiウソハチ,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,5120,70,15,255,Bonsai Pokémon,1000000,0.5,290,50,80,95,10,45,10,4,0,0
"['Soundproof', 'Filter', 'Technician']",Mime Jr.,439,Maneneマネネ,psychic,fairy,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,6400,70,13,145,Mime Pokémon,1000000,0.6,310,20,25,45,70,90,60,4,0,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",Happiny,440,Pinpukuピンプク,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,10240,140,24.4,130,Playhouse Pokémon,800000,0.6,220,100,5,5,15,65,30,4,0,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",Chatot,441,Perapペラップ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,5120,35,1.9,30,Music Note Pokémon,1059860,0.5,411,76,65,45,92,42,91,4,0,0
"['Pressure', 'Infiltrator']",Spiritomb,442,Mikarugeミカルゲ,ghost,dark,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,7680,70,108,100,Forbidden Pokémon,1000000,1,485,50,92,108,92,108,35,4,0,0
"['Sand Veil', 'Rough Skin']",Gible,443,Fukamaruフカマル,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,10240,70,20.5,45,Land Shark Pokémon,1250000,0.7,300,58,70,45,40,45,42,4,0,0
"['Sand Veil', 'Rough Skin']",Gabite,444,Gabiteガバイト,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,10240,70,56,45,Cave Pokémon,1250000,1.4,410,68,90,65,50,55,82,4,0,1
"['Sand Veil', 'Rough Skin']",Garchomp,445,Gaburiasガブリアス,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,10240,70,95,45,Mach Pokémon,1250000,1.9,700,108,170,115,120,95,92,4,0,2
"['Pickup', 'Thick Fat', 'Gluttony']",Munchlax,446,Gonbeゴンベ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,88.1,10240,70,105,50,Big Eater Pokémon,1250000,0.6,390,135,85,40,40,85,5,4,0,0
"['Steadfast', 'Inner Focus', 'Prankster']",Riolu,447,Rioluリオル,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,88.1,6400,70,20.2,75,Emanation Pokémon,1059860,0.7,285,40,70,40,35,40,60,4,0,0
"['Steadfast', 'Inner Focus', 'Justified']",Lucario,448,Lucarioルカリオ,fighting,steel,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,88.1,6400,70,54,45,Aura Pokémon,1059860,1.2,625,70,145,88,140,70,112,4,0,1
"['Sand Stream', 'Sand Force']",Hippopotas,449,Hippopotasヒポポタス,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,7680,70,49.5,140,Hippo Pokémon,1250000,0.8,330,68,72,78,38,42,32,4,0,0
"['Sand Stream', 'Sand Force']",Hippowdon,450,Kabaldonカバルドン,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,7680,70,300,60,Heavyweight Pokémon,1250000,2,525,108,112,118,68,72,47,4,0,1
"['Battle Armor', 'Sniper', 'Keen Eye']",Skorupi,451,Scorupiスコルピ,poison,bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,12,120,Scorpion Pokémon,1250000,0.8,330,40,50,90,30,55,65,4,0,0
"['Battle Armor', 'Sniper', 'Keen Eye']",Drapion,452,Dorapionドラピオン,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,5120,70,61.5,45,Ogre Scorp Pokémon,1250000,1.3,500,70,90,110,60,75,95,4,0,1
"['Anticipation', 'Dry Skin', 'Poison Touch']",Croagunk,453,Gureggruグレッグル,poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,2560,100,23,140,Toxic Mouth Pokémon,1000000,0.7,300,48,61,40,61,40,50,4,0,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxicroak,454,Dokurogドクロッグ,poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,5120,70,44.4,75,Toxic Mouth Pokémon,1000000,1.3,490,83,106,65,86,65,85,4,0,1
['Levitate'],Carnivine,455,Muskippaマスキッパ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,6400,70,27,200,Bug Catcher Pokémon,1250000,1.4,454,74,100,72,90,72,46,4,0,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",Finneon,456,Keikouoケイコウオ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,7,190,Wing Fish Pokémon,600000,0.4,330,49,49,56,49,61,66,4,0,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",Lumineon,457,Neolantネオラント,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,24,75,Neon Pokémon,600000,1.2,460,69,69,76,69,86,91,4,0,1
"['Swift Swim', 'Water Absorb', 'Water Veil']",Mantyke,458,Tamantaタマンタ,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,6400,70,65,25,Kite Pokémon,1250000,1,345,45,20,50,60,120,50,4,0,0
"['Snow Warning', 'Soundproof']",Snover,459,Yukikaburiユキカブリ,grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,5120,70,50.5,120,Frosted Tree Pokémon,1250000,1,334,60,62,50,62,60,40,4,0,0
"['Snow Warning', 'Soundproof']",Abomasnow,460,Yukinoohユキノオー,grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,5120,70,135.5,60,Frosted Tree Pokémon,1250000,2.2,594,90,132,105,132,105,30,4,0,1
"['Pressure', 'Pickpocket']",Weavile,461,Manyulaマニューラ,dark,ice,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,50,5120,35,34,45,Sharp Claw Pokémon,1059860,1.1,510,70,120,65,45,85,125,4,0,1
"['Magnet Pull', 'Sturdy', 'Analytic']",Magnezone,462,Jibacoilジバコイル,electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,,5120,70,180,30,Magnet Area Pokémon,1000000,1.2,535,70,70,115,130,90,60,4,0,2
"['Own Tempo', 'Oblivious', 'Cloud Nine']",Lickilicky,463,Berobeltベロベルト,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,140,30,Licking Pokémon,1000000,1.7,515,110,85,95,80,95,50,4,0,1
"['Lightningrod', 'Solid Rock', 'Reckless']",Rhyperior,464,Dosidonドサイドン,ground,rock,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,50,5120,70,282.8,30,Drill Pokémon,1250000,2.4,535,115,140,130,55,55,40,4,0,2
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Tangrowth,465,Mojumboモジャンボ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,128.6,30,Vine Pokémon,1000000,2,535,100,100,125,110,50,50,4,0,1
"['Motor Drive', 'Vital Spirit']",Electivire,466,Elekibleエレキブル,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75.4,6400,70,138.6,30,Thunderbolt Pokémon,1000000,1.8,540,75,123,67,95,85,95,4,0,2
"['Flame Body', 'Vital Spirit']",Magmortar,467,Booburnブーバーン,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75.4,6400,70,68,30,Blast Pokémon,1000000,1.6,540,75,95,67,125,95,83,4,0,2
"['Hustle', 'Serene Grace', 'Super Luck']",Togekiss,468,Togekissトゲキッス,fairy,flying,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,88.1,2560,70,38,30,Jubilee Pokémon,800000,1.5,545,85,50,95,120,115,80,4,0,2
"['Speed Boost', 'Tinted Lens', 'Frisk']",Yanmega,469,Megayanmaメガヤンマ,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,5120,70,51.5,30,Ogre Darner Pokémon,1000000,1.9,515,86,76,86,116,56,95,4,0,1
"['Leaf Guard', 'Chlorophyll']",Leafeon,470,Leafiaリーフィア,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,8960,35,25.5,45,Verdant Pokémon,1000000,1,525,65,110,130,60,65,95,4,0,1
"['Snow Cloak', 'Ice Body']",Glaceon,471,Glaciaグレイシア,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,88.1,8960,35,25.9,45,Fresh Snow Pokémon,1000000,0.8,525,65,60,110,130,95,65,4,0,1
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",Gliscor,472,Glionグライオン,ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,50,5120,70,42.5,30,Fang Scorp Pokémon,1059860,2,510,75,95,125,45,75,95,4,0,1
"['Oblivious', 'Snow Cloak', 'Thick Fat']",Mamoswine,473,Mammooマンムー,ice,ground,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,291,50,Twin Tusk Pokémon,1250000,2.5,530,110,130,80,70,60,80,4,0,2
"['Adaptability', 'Download', 'Analytic']",Porygon-Z,474,Porygon-zポリゴンＺ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,5120,70,34,30,Virtual Pokémon,1000000,0.9,535,85,80,70,135,75,90,4,0,2
"['Steadfast', 'Justified']",Gallade,475,Erureidoエルレイド,psychic,fighting,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,35,52,45,Blade Pokémon,1250000,1.6,618,68,165,95,65,115,110,4,0,2
"['Sturdy', 'Magnet Pull', 'Sand Force']",Probopass,476,Dainoseダイノーズ,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,5120,70,340,60,Compass Pokémon,1000000,1.4,525,60,55,145,75,150,40,4,0,1
"['Pressure', 'Frisk']",Dusknoir,477,Yonoirヨノワール,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,35,106.6,45,Gripper Pokémon,800000,2.2,525,45,100,135,65,135,45,4,0,2
"['Snow Cloak', 'Cursed Body']",Froslass,478,Yukimenokoユキメノコ,ice,ghost,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,0,5120,70,26.6,75,Snow Land Pokémon,1000000,1.3,480,70,80,70,80,70,110,4,0,1
['Levitate'],Rotom,479,Rotomロトム,electric,ghost,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,,5120,70,0.3,45,Plasma Pokémon,1000000,0.3,520,50,65,107,105,107,86,4,0,0
['Levitate'],Uxie,480,Yuxieユクシー,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,20480,140,0.3,3,Knowledge Pokémon,1250000,0.3,580,75,75,130,75,130,95,4,1,0
['Levitate'],Mesprit,481,Emritエムリット,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,20480,140,0.3,3,Emotion Pokémon,1250000,0.3,580,80,105,105,105,105,80,4,1,0
['Levitate'],Azelf,482,Agnomeアグノム,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,20480,140,0.3,3,Willpower Pokémon,1250000,0.3,580,75,125,70,125,70,115,4,1,0
"['Pressure', 'Telepathy']",Dialga,483,Dialgaディアルガ,steel,dragon,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,,30720,0,683,3,Temporal Pokémon,1250000,5.4,680,100,120,120,150,100,90,4,1,0
"['Pressure', 'Telepathy']",Palkia,484,Palkiaパルキア,water,dragon,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,,30720,0,336,3,Spatial Pokémon,1250000,4.2,680,90,120,100,150,120,100,4,1,0
"['Flash Fire', 'Flame Body']",Heatran,485,Heatranヒードラン,fire,steel,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,50,2560,100,430,3,Lava Dome Pokémon,1250000,1.7,600,91,90,106,130,106,77,4,1,0
['Slow Start'],Regigigas,486,Regigigasレジギガス,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,30720,0,420,3,Colossal Pokémon,1250000,3.7,670,110,160,110,80,110,100,4,1,0
"['Pressure', 'Telepathy', 'Levitate']",Giratina,487,Giratina (another Forme)ギラティナ,ghost,dragon,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,,30720,0,750,3,Renegade Pokémon,1250000,4.5,680,150,120,100,120,100,90,4,1,0
['Levitate'],Cresselia,488,Cresseliaクレセリア,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,30720,100,85.6,3,Lunar Pokémon,1250000,1.5,600,120,70,120,75,130,85,4,1,0
['Hydration'],Phione,489,Phioneフィオネ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,10240,70,3.1,30,Sea Drifter Pokémon,1250000,0.4,480,80,80,80,80,80,80,4,1,0
['Hydration'],Manaphy,490,Manaphyマナフィ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,2560,70,1.4,3,Seafaring Pokémon,1250000,0.3,600,100,100,100,100,100,100,4,1,0
['Bad Dreams'],Darkrai,491,Darkraiダークライ,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,,30720,0,50.5,3,Pitch-Black Pokémon,1250000,1.5,600,70,90,90,135,90,125,4,1,0
"['Natural Cure', 'Serene Grace']",Shaymin,492,Shaymin (sky Forme)シェイミ,grass,grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,,30720,100,2.1,45,Gratitude Pokémon,1059860,0.2,600,100,103,75,120,75,127,4,1,0
['Multitype'],Arceus,493,Arceusアルセウス,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,30720,0,320,3,Alpha Pokémon,1250000,3.2,720,120,120,120,120,120,120,4,1,0
